Nr wiersza;Nr zamówienia;Data zamówienia;Priorytet zamówienia;Wielkoœæ zamówienia;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Nr klienta;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Cena jednostkowa;Rabat procentowy;Mar¿a podstawowa;Koszt dostawy;Zysk
18030;PL-2012-086020;2018-12-27;œredni;16;lotniczy standardowy;woreczek foliowy;biuro w domu;K00450;artyku³y biurowe;akcesoria piœmiennicze;Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set;2167.095;127.925;0.03;0.41;48.615;1369.5675
18037;PL-2012-086056;2018-12-28;krytyczny;20;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K02200;meble;wyposa¿enie wnêtrza;Nu-Dell Executive Frame;954.135;44.24;0.11;0.48;17.43;516.81
18038;PL-2012-086067;2018-12-28;krytyczny;11;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02655;artyku³y biurowe;segregatory;GBC Standard Therm-A-Bind Covers;961.065;87.22;0.02;0.39;45.43;-56.74445
18039;PL-2012-086079;2018-10-26;krytyczny;21;lotniczy standardowy;ma³e opakowanie;korporacja;K01236;artyku³y biurowe;akcesoria piœmiennicze;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;3174.185;153.93;0.06;0.58;31.465;1031.5914
18040;PL-2012-086079;2018-10-26;krytyczny;5;lotniczy standardowy;ma³e pude³ko;korporacja;K01236;urz¹dzenia techniczne;telefony;StarTAC ST7762;1779.26;440.965;0.06;0.57;28.28;-802.61874
18042;PL-2012-086095;2018-12-28;krytyczny;10;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02077;artyku³y biurowe;papier;Xerox 1984;257.25;22.68;0;0.36;30.59;-159.495
18043;PL-2012-086095;2018-12-28;krytyczny;3;l¹dowy;kontener;biuro w domu;K02078;artyku³y biurowe;teczki;Tennsco Lockers, Gray;302.05;73.43;0;0.78;185.605;-497.7
18044;PL-2012-086095;2018-12-28;krytyczny;15;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02080;artyku³y biurowe;segregatory;Wilson Jones® Four-Pocket Poly Binders;344.855;22.89;0.02;0.36;18.445;-96.439
18045;PL-2012-086108;2018-06-28;œredni;18;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03041;urz¹dzenia techniczne;telefony;7160;7610.4;493.465;0.04;0.59;14.7;5251.176
18051;PL-2012-086136;2018-07-15;œredni;11;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02915;artyku³y biurowe;teczki;Fellowes Staxonsteel® Drawer Files;7012.81;676.095;0.06;0.71;69.965;1711.57
18057;PL-2012-085909;2018-10-16;niski;4;lotniczy standardowy;ma³e pude³ko;korporacja;K00815;urz¹dzenia techniczne;telefony;282;1375.325;405.965;0.06;0.56;14.805;-675.50868
18060;PL-2012-086177;2018-12-30;niski;10;lotniczy standardowy;woreczek foliowy;biuro w domu;K00964;artyku³y biurowe;akcesoria piœmiennicze;Quartet Alpha® White Chalk, 12/Pack;78.225;7.735;0.02;0.38;3.5;20.37
18062;PL-2012-086186;2018-09-19;wysoki;15;l¹dowy;wielkie pud³o;korporacja;K02746;meble;szafki;O'Sullivan 2-Shelf Heavy-Duty Bookcases;2610.51;170.03;0.02;0.69;189.385;-4718.21
18063;PL-2012-086186;2018-09-19;wysoki;15;lotniczy standardowy;ma³e opakowanie;korporacja;K02746;urz¹dzenia techniczne;akcesoria komputerowe;80 Minute CD-R Spindle, 100/Pack - Staples;1966.16;138.18;0.07;0.54;6.965;942.445
18069;PL-2012-086223;2018-09-26;niski;9;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K03094;urz¹dzenia techniczne;telefony;5190;1821.75;230.965;0.01;0.59;26.915;309.834
18085;PL-2012-086316;2018-08-28;nieokreœlony;9;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K00591;artyku³y biurowe;przyrz¹dy;Holmes HEPA Air Purifier;653.66;76.23;0.08;0.5;20.79;160.2692
18086;PL-2012-086316;2018-08-28;nieokreœlony;9;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K00592;meble;wyposa¿enie wnêtrza;G.E. Longer-Life Indoor Recessed Floodlight Bulbs;220.045;23.24;0.05;0.37;17.325;22.9474
18094;PL-2012-086298;2018-01-26;krytyczny;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00262;artyku³y biurowe;teczki;Portfile® Personal File Boxes;750.68;61.95;0.04;0.59;33.145;-569.7118
18101;PL-2012-086370;2018-01-22;wysoki;10;l¹dowy;wielkie pud³o;osoba fizyczna;K03141;meble;szafki;O'Sullivan Living Dimensions 2-Shelf Bookcases;4409.72;423.43;0.02;0.75;205.24;-5007.926
18102;PL-2012-086370;2018-01-22;wysoki;6;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03141;artyku³y biurowe;papier;Xerox 1939;406.665;66.395;0.01;0.37;33.39;78.2572
18107;PL-2012-086423;2018-02-26;niski;11;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01074;artyku³y biurowe;papier;Xerox 198;199.85;17.43;0.07;0.38;29.155;-792.26
18109;PL-2012-086433;2018-01-01;niski;11;lotniczy standardowy;ma³e pude³ko;korporacja;K03118;artyku³y biurowe;segregatory;Avery Poly Binder Pockets;148.295;12.53;0.01;0.37;19.145;-211.19
18110;PL-2012-086433;2018-01-01;niski;3;lotniczy standardowy;œrednie pude³ko;korporacja;K03118;meble;wyposa¿enie wnêtrza;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;426.755;144.62;0.09;0.76;30.31;421.113
18111;PL-2012-086433;2018-01-01;niski;7;l¹dowy;kontener;korporacja;K03118;urz¹dzenia techniczne;urz¹dzenia biurowe;Panasonic KX-P1150 Dot Matrix Printer;3542.245;509.075;0.02;0.56;62.475;-437.815
18112;PL-2012-086437;2018-03-01;nieokreœlony;2;lotniczy standardowy;ma³e pude³ko;korporacja;K00608;artyku³y biurowe;przyrz¹dy;Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection;560.525;283.43;0.04;0.59;15.75;114.1
18113;PL-2012-086437;2018-03-01;nieokreœlony;8;lotniczy standardowy;ma³e pude³ko;korporacja;K00608;artyku³y biurowe;papier;Xerox 23;171.57;22.68;0.08;0.37;17.99;-198.38
18115;PL-2012-086455;2018-06-01;œredni;14;l¹dowy;kontener;osoba fizyczna;K02850;urz¹dzenia techniczne;urz¹dzenia biurowe;Hewlett-Packard Deskjet 5550 Color Inkjet Printer;5644.205;405.965;0.02;0.4;196.49;17.43
18117;PL-2012-086467;2018-04-16;wysoki;9;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K02560;artyku³y biurowe;przyrz¹dy;Bionaire 99.97% HEPA Air Cleaner;530.32;61.32;0.08;0.5;28.595;-134.225
18118;PL-2012-086467;2018-04-16;wysoki;6;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02560;artyku³y biurowe;koperty;#6 3/4 Gummed Flap White Envelopes;195.755;34.65;0.1;0.37;4.865;135.07095
18119;PL-2012-086472;2018-09-25;œredni;17;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01486;urz¹dzenia techniczne;telefony;Talkabout T8367;3243.275;230.965;0.06;0.56;31.465;1137.2445
18127;PL-2012-086516;2018-11-23;œredni;38;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02472;artyku³y biurowe;papier;Xerox 1980;581.805;14.98;0.01;0.4;21.63;116.795
18128;PL-2012-086516;2018-11-23;œredni;27;lotniczy standardowy;woreczek foliowy;biuro w domu;K02472;artyku³y biurowe;spinacze i zszywki;Advantus Map Pennant Flags and Round Head Tacks;367.85;13.825;0.04;0.53;7;10.031
18136;PL-2012-086285;2018-06-19;nieokreœlony;9;lotniczy standardowy;ma³e pude³ko;korporacja;K03330;artyku³y biurowe;przyrz¹dy;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;2274.895;248.395;0.04;0.59;12.25;-41.64265
18138;PL-2012-086578;2018-03-08;krytyczny;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01138;artyku³y biurowe;segregatory;GBC Standard Therm-A-Bind Covers;1134.35;87.22;0.01;0.39;45.43;183.6765
18139;PL-2012-086594;2018-06-02;wysoki;15;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02923;urz¹dzenia techniczne;akcesoria komputerowe;Logitech Access Keyboard;887.425;55.93;0.03;0.48;22.75;190.638
18140;PL-2012-086594;2018-06-02;wysoki;10;l¹dowy;wielkie pud³o;osoba fizyczna;K02923;meble;sto³y;Hon 94000 Series Round Tables;10323.04;1036.63;0.04;0.76;189.42;-2004.178977
18162;PL-2012-086701;2018-09-04;niski;3;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02247;artyku³y biurowe;teczki;Fellowes Stor/Drawer® Steel Plus™ Storage Drawers;1021.37;334.005;0.08;0.79;69.965;-628.25
18168;PL-2012-086726;2018-04-25;œredni;1;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01670;urz¹dzenia techniczne;telefony;T28 WORLD;547.68;685.965;0.07;0.6;31.465;15574.503
18171;PL-2012-086737;2018-02-20;œredni;8;lotniczy standardowy;ma³e pude³ko;korporacja;K01458;artyku³y biurowe;segregatory;Vinyl Sectional Post Binders;1108.38;131.95;0;0.35;10.465;764.7822
18188;PL-2012-086888;2018-02-04;œredni;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02495;artyku³y biurowe;papier;Xerox 1981;225.225;18.48;0.08;0.4;19.495;-426.685
18189;PL-2012-086903;2018-01-25;krytyczny;4;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03153;artyku³y biurowe;teczki;Fellowes Bankers Box™ Stor/Drawer® Steel Plus™;461.37;111.93;0.05;0.75;23.52;-816.11705
18190;PL-2012-086736;2018-01-10;niski;10;lotniczy standardowy;ma³e pude³ko;korporacja;K01458;urz¹dzenia techniczne;akcesoria komputerowe;Microsoft Internet Keyboard;723.87;73.395;0.05;0.78;22.75;-741.5758
18195;PL-2012-086935;2018-05-13;nieokreœlony;17;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02017;artyku³y biurowe;segregatory;Wilson Jones Impact Binders;303.17;18.13;0.05;0.36;20.09;-506.38525
18196;PL-2012-086935;2018-05-13;nieokreœlony;5;lotniczy standardowy;ma³e opakowanie;biuro w domu;K02017;urz¹dzenia techniczne;telefony;Accessory20;1250.445;300.965;0.06;0.37;11.55;804.2265
18207;PL-2012-086997;2018-08-16;niski;2;lotniczy standardowy;woreczek foliowy;biuro w domu;K00777;urz¹dzenia techniczne;telefony;Accessory37;125.055;73.465;0.06;0.81;8.75;-194.91472
18208;PL-2012-086997;2018-08-16;niski;18;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00778;artyku³y biurowe;segregatory;Ibico Presentation Index for Binding Systems;255.99;13.93;0.06;0.38;18.41;-237.80666
18209;PL-2012-086997;2018-08-16;niski;14;l¹dowy;wielkie pud³o;biuro w domu;K00779;meble;szafki;Bush Cubix Collection Bookcases, Fully Assembled;11350.36;773.43;0.02;0.62;226.31;2523.5406
18210;PL-2012-087007;2018-04-26;wysoki;11;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01303;artyku³y biurowe;teczki;Deluxe Rollaway Locking File with Drawer;15337.315;1455.58;0.07;0.57;39.795;10582.74735
18213;PL-2012-086313;2018-03-12;nieokreœlony;3;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K00592;artyku³y biurowe;etykiety;Avery 52;47.67;12.915;0.1;0.38;1.75;32.8923
18214;PL-2012-086313;2018-03-12;nieokreœlony;5;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K00592;artyku³y biurowe;spinacze i zszywki;Plymouth Boxed Rubber Bands by Plymouth;81.235;16.485;0.05;0.8;2.45;-20.195
18226;PL-2012-087080;2018-10-13;œredni;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01471;urz¹dzenia techniczne;akcesoria komputerowe;Adesso Programmable 142-Key Keyboard;6818.49;533.68;0.09;0.79;14;407.7164
18232;PL-2012-087119;2018-09-14;œredni;21;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02032;artyku³y biurowe;przyrz¹dy;Belkin Premiere Surge Master II 8-outlet surge protector;3362.625;170.03;0.06;0.56;13.965;-876.218
18233;PL-2012-087119;2018-09-14;œredni;6;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02033;artyku³y biurowe;teczki;Steel Personal Filing/Posting Tote;723.695;124.285;0.08;0.58;22.085;-804.482
18237;PL-2012-087149;2018-03-02;œredni;8;lotniczy standardowy;ma³e pude³ko;korporacja;K02061;meble;wyposa¿enie wnêtrza;Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak;265.65;33.775;0.1;0.55;21.77;-160.965
18238;PL-2012-087149;2018-03-02;œredni;9;lotniczy standardowy;ma³e pude³ko;korporacja;K02061;artyku³y biurowe;papier;Xerox 1922;167.65;17.43;0.04;0.36;26.04;-527.59
18239;PL-2012-087164;2018-07-16;niski;14;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K02778;meble;wyposa¿enie wnêtrza;Nu-Dell Executive Frame;649.32;44.24;0;0.48;17.43;6008.121
18246;PL-2012-087215;2018-12-29;krytyczny;19;lotniczy standardowy;ma³e pude³ko;korporacja;K00250;artyku³y biurowe;koperty;#10 Self-Seal White Envelopes;716.345;38.815;0.05;0.36;18.375;204.75
18250;PL-2012-087106;2018-12-23;wysoki;12;l¹dowy;kontener;korporacja;K00566;urz¹dzenia techniczne;kopiarki i faksy;Canon PC940 Copier;20207.425;1574.965;0.01;0.38;171.5;-958.3175
18256;PL-2012-086317;2018-11-08;niski;24;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00592;artyku³y biurowe;teczki;Tenex Personal Project File with Scoop Front Design, Black;1111.425;47.18;0.04;0.59;15.785;3.815
18263;PL-2012-086840;2018-12-04;œredni;10;lotniczy standardowy;woreczek foliowy;ma³a firma;K00015;artyku³y biurowe;akcesoria piœmiennicze;Newell 310;60.865;6.16;0.03;0.56;2.45;-4.095
18266;PL-2012-086333;2018-12-01;krytyczny;15;l¹dowy;kontener;biuro w domu;K01946;artyku³y biurowe;teczki;Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish;20023.5;1298.43;0;0.65;346.5;3253.4775
18270;PL-2012-087318;2018-01-12;wysoki;9;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K02853;artyku³y biurowe;akcesoria piœmiennicze;DIXON Ticonderoga® Erasable Checking Pencils;170.065;19.53;0.07;0.46;6.965;53.2
18271;PL-2012-087329;2018-09-22;nieokreœlony;12;l¹dowy;kontener;ma³a firma;K03108;meble;krzes³a;Bevis Steel Folding Chairs;3901.765;335.825;0.08;0.57;260.225;-3960.6
18272;PL-2012-087337;2018-10-30;nieokreœlony;17;l¹dowy;wielkie pud³o;korporacja;K01912;meble;sto³y;Hon iLevel™ Computer Training Table;1979.88;111.16;0;0.65;159.285;-4722.6942
18273;PL-2012-087337;2018-10-30;nieokreœlony;16;lotniczy standardowy;ma³e pude³ko;korporacja;K01913;artyku³y biurowe;segregatory;Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders;253.19;15.995;0.09;0.37;18.97;-433.70019
18282;PL-2012-087376;2018-11-29;œredni;11;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02903;artyku³y biurowe;segregatory;Heavy-Duty E-Z-D® Binders;407.61;38.185;0.06;0.38;10.465;150.86225
18288;PL-2012-087398;2018-06-20;œredni;16;lotniczy standardowy;ma³e opakowanie;biuro w domu;K02910;urz¹dzenia techniczne;akcesoria komputerowe;Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack;285.005;17.57;0.03;0.79;17.99;-528.556
18292;PL-2012-087261;2018-11-14;krytyczny;10;l¹dowy;kontener;korporacja;K00981;artyku³y biurowe;przyrz¹dy;3.6 Cubic Foot Counter Height Office Refrigerator;10945.13;1031.17;0.01;0.57;148.82;264.8646
18293;PL-2012-087261;2018-11-14;krytyczny;8;lotniczy ekspresowy;ma³e pude³ko;korporacja;K00981;artyku³y biurowe;przyrz¹dy;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;1706.005;213.395;0.1;0.56;15.75;592.872
18301;PL-2012-087457;2018-09-03;krytyczny;3;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02529;artyku³y biurowe;koperty;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";99.61;30.59;0.05;0.38;29.015;-113.225
18302;PL-2012-087465;2018-03-16;wysoki;4;lotniczy standardowy;ma³e pude³ko;korporacja;K00170;artyku³y biurowe;papier;Xerox 1893;606.13;143.465;0.01;0.36;61.18;332.395
18310;PL-2012-087469;2018-03-12;niski;1;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02092;meble;wyposa¿enie wnêtrza;Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry;38.115;32.83;0.01;0.57;17.255;-220.99
18323;PL-2012-087375;2018-01-14;nieokreœlony;2;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02903;artyku³y biurowe;papier;Xerox 1924;47.04;20.23;0.08;0.36;28.315;-140.0518
18326;PL-2012-087512;2018-05-10;krytyczny;14;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02948;artyku³y biurowe;segregatory;Large Capacity Hanging Post Binders;1247.925;87.325;0.04;0.39;10.465;1909.656
18327;PL-2012-087522;2018-01-08;krytyczny;5;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K01170;artyku³y biurowe;segregatory;Durable Pressboard Binders;81.62;13.3;0.01;0.38;5.215;56.3178
18329;PL-2012-087531;2018-04-12;wysoki;10;l¹dowy;wielkie pud³o;osoba fizyczna;K03402;meble;sto³y;Bush Advantage Collection® Round Conference Table;6892.585;744.1;0.08;0.64;182.7;-1798.26647
18333;PL-2012-087557;2018-02-22;œredni;12;l¹dowy;kontener;korporacja;K02794;meble;krzes³a;Office Star - Task Chair with Contemporary Loop Arms;3923.29;318.43;0;0.61;105;720.405
18334;PL-2012-087557;2018-02-22;œredni;10;lotniczy standardowy;ma³e pude³ko;korporacja;K02794;artyku³y biurowe;teczki;Acco Perma® 3000 Stacking Storage Drawers;759.15;73.43;0.04;0.66;18.97;183.855
18335;PL-2012-087571;2018-01-25;wysoki;8;l¹dowy;wielkie pud³o;biuro w domu;K02141;meble;szafki;Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled;2644.285;353.43;0.1;0.78;200.83;-6849.6484
18336;PL-2012-087571;2018-01-25;wysoki;1;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02141;artyku³y biurowe;papier;Xerox 1923;43.435;23.38;0.01;0.37;19.81;-39.4072
18337;PL-2012-087571;2018-01-25;wysoki;3;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02142;artyku³y biurowe;teczki;Iceberg Mobile Mega Data/Printer Cart ®;1319.955;421.155;0.01;0.59;69.965;375.8846
18339;PL-2012-087580;2018-06-28;niski;12;lotniczy standardowy;ma³e pude³ko;korporacja;K00599;artyku³y biurowe;segregatory;Avery Hanging File Binders;239.295;20.93;0.1;0.39;5.215;165.11355
18342;PL-2012-087613;2018-12-14;niski;6;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01622;artyku³y biurowe;teczki;Fellowes Strictly Business® Drawer File, Letter/Legal Size;2861.215;492.975;0.09;0.73;69.965;-210.7875
18343;PL-2012-087621;2018-05-29;niski;11;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02930;artyku³y biurowe;papier;Xerox 1899;209.09;20.23;0.09;0.36;17.36;-203.875
