Nr wiersza;Nr zamówienia;Data zamówienia;Priorytet zamówienia;Wielkoœæ zamówienia;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Nr klienta;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Cena jednostkowa;Rabat procentowy;Mar¿a podstawowa;Koszt dostawy;Zysk
1613;PL-2014-011683;2020-02-07;nieokreœlony;28;lotniczy standardowy;ma³e pude³ko;korporacja;K01313;urz¹dzenia techniczne;telefony;i1000;5776.435;230.965;0.03;0.58;20.965;1172.7765
1633;PL-2014-011808;2020-07-31;nieokreœlony;1;l¹dowy;wielkie pud³o;korporacja;K03289;meble;sto³y;"Iceberg OfficeWorks 42"" Round Tables";519.19;528.43;0.06;0.75;137.375;88.223625
1642;PL-2014-011874;2020-09-09;œredni;2;lotniczy standardowy;ma³e pude³ko;korporacja;K03289;urz¹dzenia techniczne;akcesoria komputerowe;Fellowes Internet Keyboard, Platinum;282.03;106.47;0;0.74;30.275;-287.455
1643;PL-2014-011874;2020-09-09;œredni;42;lotniczy standardowy;ma³e pude³ko;korporacja;K03289;artyku³y biurowe;koperty;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;5701.92;139.93;0.07;0.4;34.405;627.795
1788;PL-2014-012804;2020-05-25;œredni;27;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02670;artyku³y biurowe;etykiety;Avery 497;310.765;10.78;0;0.37;1.75;99.645
1789;PL-2014-012804;2020-05-25;œredni;65;lotniczy standardowy;woreczek foliowy;biuro w domu;K02670;artyku³y biurowe;spinacze i zszywki;Assorted Color Push Pins;382.235;6.335;0.08;0.52;2.625;-14.595
1790;PL-2014-012804;2020-05-25;œredni;44;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K02670;artyku³y biurowe;teczki;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;2685.585;56.21;0.02;0.59;29.19;-157.22
18002;PL-2014-085831;2020-02-20;nieokreœlony;1;lotniczy standardowy;ma³e opakowanie;korporacja;K02868;artyku³y biurowe;no¿yczki i linijki;Kleencut® Forged Office Shears by Acme United Corporation;12.145;7.28;0.01;0.55;8.96;-16.24
18019;PL-2014-085934;2020-05-07;wysoki;1;lotniczy ekspresowy;œrednie pude³ko;korporacja;K02846;urz¹dzenia techniczne;urz¹dzenia biurowe;Canon MP41DH Printing Calculator;538.86;528.43;0.05;0.38;48.965;-642.292
18020;PL-2014-085934;2020-05-07;wysoki;9;lotniczy standardowy;ma³e pude³ko;korporacja;K02846;artyku³y biurowe;papier;Computer Printout Paper with Letter-Trim Perforations;624.68;66.395;0.02;0.37;31.605;2441.796
18021;PL-2014-085934;2020-05-07;wysoki;7;lotniczy standardowy;ma³e pude³ko;korporacja;K02846;artyku³y biurowe;teczki;Filing/Storage Totes and Swivel Casters;251.895;33.985;0.05;0.6;33.075;5445.594
18024;PL-2014-085960;2020-04-30;nieokreœlony;3;lotniczy standardowy;du¿e pude³ko;biuro w domu;K02280;artyku³y biurowe;teczki;Safco Industrial Wire Shelving;1081.115;335.965;0.01;NA;122.5;-1085.735
18028;PL-2014-086007;2020-04-04;œredni;12;lotniczy standardowy;woreczek foliowy;korporacja;K02138;meble;wyposa¿enie wnêtrza;Master Caster Door Stop, Large Neon Orange;282.03;25.48;0.1;0.42;27.93;-690.375
18029;PL-2014-086007;2020-04-04;œredni;2;lotniczy standardowy;woreczek foliowy;korporacja;K02138;artyku³y biurowe;no¿yczki i linijki;Serrated Blade or Curved Handle Hand Letter Openers;23.555;10.99;0.04;0.84;6.72;-47.04
18048;PL-2014-085985;2020-01-12;wysoki;12;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03341;artyku³y biurowe;koperty;#6 3/4 Gummed Flap White Envelopes;403.025;34.65;0.08;0.37;4.865;-804.825
18049;PL-2014-086135;2020-10-01;wysoki;26;l¹dowy;kontener;osoba fizyczna;K00303;artyku³y biurowe;przyrz¹dy;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";18799.9;728.56;0.07;0.58;238.07;1602.335
18050;PL-2014-086135;2020-10-01;wysoki;14;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00303;artyku³y biurowe;segregatory;Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl;443.835;30.415;0.01;0.39;10.465;163.47625
18052;PL-2014-086148;2020-03-18;krytyczny;5;lotniczy standardowy;ma³e pude³ko;korporacja;K01403;urz¹dzenia techniczne;telefony;I888 World Phone;2305.485;545.965;0.08;0.6;28.28;902.16
18053;PL-2014-086148;2020-03-18;krytyczny;12;lotniczy standardowy;ma³e pude³ko;korporacja;K01404;artyku³y biurowe;papier;Xerox 1997;256.55;22.68;0.1;0.37;35.175;-1020.565
18056;PL-2014-086161;2020-03-19;krytyczny;6;lotniczy standardowy;œrednie pude³ko;ma³a firma;K01295;urz¹dzenia techniczne;telefony;VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine;3253.005;629.965;0.02;0.57;48.965;153.993
18065;PL-2014-086202;2020-03-02;niski;13;l¹dowy;wielkie pud³o;korporacja;K03038;meble;sto³y;BPI Conference Tables;6976.095;511.175;0.02;0.71;280.7;-6372.94
18079;PL-2014-086277;2020-10-07;wysoki;23;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00254;urz¹dzenia techniczne;telefony;636;8250.095;405.965;0.01;0.57;18.41;4991.8995
18081;PL-2014-086290;2020-08-17;krytyczny;10;lotniczy standardowy;ma³e pude³ko;korporacja;K03330;artyku³y biurowe;przyrz¹dy;Belkin 6 Outlet Metallic Surge Strip;387.59;38.115;0.07;0.59;15.75;562.107
18090;PL-2014-086337;2020-07-12;krytyczny;5;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01945;artyku³y biurowe;papier;Xerox 1922;94.57;17.43;0.03;0.36;26.04;-190.722
18091;PL-2014-086337;2020-07-12;krytyczny;2;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01945;artyku³y biurowe;papier;Xerox 1984;57.05;22.68;0.05;0.36;30.59;-88.00344
18092;PL-2014-086337;2020-07-12;krytyczny;11;lotniczy ekspresowy;du¿e pude³ko;osoba fizyczna;K01945;artyku³y biurowe;teczki;Eldon Base for stackable storage shelf, platinum;1476.965;136.29;0.05;0.8;122.5;-2909.69952
18095;PL-2014-086351;2020-10-20;œredni;26;lotniczy standardowy;ma³e pude³ko;korporacja;K03010;artyku³y biurowe;papier;Xerox 1928;478.415;18.48;0.1;0.4;21.91;-396.214
18096;PL-2014-086351;2020-10-20;œredni;23;lotniczy standardowy;ma³e pude³ko;korporacja;K03010;urz¹dzenia techniczne;telefony;6190;4738.44;230.965;0.01;0.55;8.75;-131.23915
18104;PL-2014-086393;2020-04-30;krytyczny;1;l¹dowy;kontener;korporacja;K00393;meble;krzes³a;Hon 4070 Series Pagoda™ Round Back Stacking Chairs;1175.72;1123.43;0.01;0.57;206.325;-601.72
18123;PL-2014-086498;2020-02-17;krytyczny;5;lotniczy standardowy;ma³e opakowanie;korporacja;K03165;artyku³y biurowe;akcesoria piœmiennicze;Rogers Handheld Barrel Pencil Sharpener;52.36;9.59;0.03;0.58;12.25;2271.402
18129;PL-2014-086526;2020-04-18;niski;2;lotniczy standardowy;ma³e pude³ko;korporacja;K00119;artyku³y biurowe;papier;Xerox 1976;53.445;22.68;0.02;0.37;20.65;-61.53
18134;PL-2014-086561;2020-06-08;nieokreœlony;12;lotniczy standardowy;œrednie pude³ko;biuro w domu;K00572;artyku³y biurowe;przyrz¹dy;Holmes HEPA Air Purifier;940.87;76.23;0;0.5;20.79;565.824
18135;PL-2014-086561;2020-06-08;nieokreœlony;12;lotniczy standardowy;ma³e opakowanie;biuro w domu;K00572;urz¹dzenia techniczne;akcesoria komputerowe;DS/HD IBM Formatted Diskettes, 200/Pack - Staples;1997.485;167.93;0.04;0.71;12.635;480.732
18145;PL-2014-086632;2020-10-01;wysoki;11;lotniczy standardowy;ma³e pude³ko;korporacja;K02094;urz¹dzenia techniczne;akcesoria komputerowe;Micro Innovations 104 Keyboard;417.375;38.395;0.04;0.64;22.75;-350.56
18146;PL-2014-086632;2020-10-01;wysoki;20;lotniczy standardowy;ma³e opakowanie;korporacja;K02094;artyku³y biurowe;no¿yczki i linijki;Kleencut® Forged Office Shears by Acme United Corporation;151.375;7.28;0.04;0.55;8.96;-225.015
18149;PL-2014-086644;2020-08-04;nieokreœlony;8;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00759;artyku³y biurowe;segregatory;"Wilson Jones 1"" Hanging DublLock® Ring Binders";150.465;18.48;0.02;0.37;10.465;-6.99706
18156;PL-2014-086683;2020-06-20;œredni;2;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K02230;urz¹dzenia techniczne;urz¹dzenia biurowe;Sharp EL500L Fraction Calculator;105.665;48.965;0.03;0.39;26.285;-105.2352
18157;PL-2014-086683;2020-06-20;œredni;16;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K02230;artyku³y biurowe;akcesoria piœmiennicze;Panasonic KP-150 Electric Pencil Sharpener;2179.87;132.09;0.01;0.59;10.15;1504.1103
18158;PL-2014-086683;2020-06-20;œredni;18;l¹dowy;wielkie pud³o;osoba fizyczna;K02230;meble;sto³y;Hon Rectangular Conference Tables;14802.62;796.425;0.01;0.68;113.68;7714.602
18163;PL-2014-086715;2020-06-02;œredni;7;l¹dowy;wielkie pud³o;biuro w domu;K01446;meble;szafki;Hon Metal Bookcases, Putty;1813.21;248.43;0.04;0.56;163.59;-1061.48
18167;PL-2014-086718;2020-02-19;krytyczny;10;lotniczy standardowy;ma³e opakowanie;korporacja;K00245;urz¹dzenia techniczne;akcesoria komputerowe;"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack";291.41;29.61;0.09;0.61;12.67;-183.68
18172;PL-2014-086761;2020-05-20;niski;4;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02417;urz¹dzenia techniczne;akcesoria komputerowe;Microsoft Internet Keyboard;289.73;73.395;0.1;0.78;22.75;1.89
18175;PL-2014-086802;2020-02-14;krytyczny;11;l¹dowy;wielkie pud³o;biuro w domu;K03131;meble;szafki;Hon 4-Shelf Metal Bookcases;3904.46;353.43;0.04;0.6;91.77;1542.52
18176;PL-2014-086802;2020-02-14;krytyczny;3;lotniczy standardowy;du¿e pude³ko;biuro w domu;K03131;meble;sto³y;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;633.605;249.795;0.25;0.68;241.5;-1683.6435
18177;PL-2014-086808;2020-02-14;krytyczny;6;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03174;artyku³y biurowe;etykiety;Avery 493;105.105;17.185;0.02;0.36;1.75;72.52245
18178;PL-2014-086808;2020-02-14;krytyczny;2;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K03173;artyku³y biurowe;przyrz¹dy;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;516.635;248.395;0.01;0.59;12.25;199.85
18179;PL-2014-086823;2020-08-23;niski;4;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01525;artyku³y biurowe;papier;Xerox 194;749.56;194.18;0.09;0.37;50.05;44.982
18183;PL-2014-086864;2020-04-25;nieokreœlony;6;lotniczy standardowy;ma³e opakowanie;korporacja;K03112;urz¹dzenia techniczne;akcesoria komputerowe;Memorex 4.7GB DVD+RW, 3/Pack;556.22;99.68;0.07;0.4;6.965;-6841.478
18185;PL-2014-086880;2020-04-18;nieokreœlony;1;lotniczy standardowy;ma³e pude³ko;korporacja;K02009;artyku³y biurowe;segregatory;Avery Printable Repositionable Plastic Tabs;51.38;30.1;0.06;0.38;21.665;-48.2195
18186;PL-2014-086880;2020-04-18;nieokreœlony;3;lotniczy standardowy;ma³e pude³ko;korporacja;K02010;artyku³y biurowe;segregatory;GBC DocuBind TL300 Electric Binding System;9684.01;3139.465;0.03;0.38;69.965;6681.9669
18187;PL-2014-086880;2020-04-18;nieokreœlony;4;lotniczy standardowy;ma³e pude³ko;korporacja;K02010;artyku³y biurowe;segregatory;Storex DuraTech Recycled Plastic Frosted Binders;59.885;14.84;0.08;0.35;18.935;-202.57825
18191;PL-2014-086918;2020-02-27;nieokreœlony;7;lotniczy standardowy;ma³e opakowanie;biuro w domu;K01180;urz¹dzenia techniczne;akcesoria komputerowe;Memorex 4.7GB DVD-RAM, 3/Pack;840.91;111.23;0;0.42;6.965;580.2279
18192;PL-2014-086918;2020-02-27;nieokreœlony;3;lotniczy standardowy;woreczek foliowy;biuro w domu;K01180;artyku³y biurowe;akcesoria piœmiennicze;Prang Drawing Pencil Set;30.87;9.73;0.01;0.45;4.69;-7.21
18193;PL-2014-086932;2020-05-31;krytyczny;9;l¹dowy;wielkie pud³o;korporacja;K02896;meble;szafki;O'Sullivan Elevations Bookcase, Cherry Finish;4519.795;458.43;0;0.69;191.59;-1070.93
18194;PL-2014-086932;2020-05-31;krytyczny;3;l¹dowy;wielkie pud³o;korporacja;K02896;meble;sto³y;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;1906.03;765.625;0.05;0.77;243.74;-970.515
18203;PL-2014-086979;2020-04-15;niski;4;lotniczy standardowy;ma³e pude³ko;korporacja;K01686;urz¹dzenia techniczne;telefony;g520;779.24;230.965;0.06;0.59;18.41;-40.887
18204;PL-2014-086979;2020-04-15;niski;5;lotniczy standardowy;ma³e pude³ko;korporacja;K01686;urz¹dzenia techniczne;telefony;LX 788;2411.99;545.965;0.01;0.58;31.465;1097.523
18205;PL-2014-086988;2020-10-27;niski;13;l¹dowy;wielkie pud³o;korporacja;K02783;meble;szafki;Bush Westfield Collection Bookcases, Fully Assembled;4633.125;353.43;0.08;0.62;125.44;-422.975
18206;PL-2014-086993;2020-06-17;wysoki;18;l¹dowy;wielkie pud³o;korporacja;K03179;meble;szafki;Hon 4-Shelf Metal Bookcases;6286.735;353.43;0.09;0.6;91.77;1768.83
18224;PL-2014-087069;2020-10-14;wysoki;21;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00304;urz¹dzenia techniczne;telefony;SC-3160;3924.865;230.965;0.07;0.59;31.465;837.9
18225;PL-2014-087075;2020-08-27;œredni;16;lotniczy standardowy;ma³e opakowanie;korporacja;K02146;urz¹dzenia techniczne;akcesoria komputerowe;TDK 4.7GB DVD-R;529.62;35.035;0.08;0.41;6.965;-2762.914
18227;PL-2014-087095;2020-02-14;nieokreœlony;1;lotniczy standardowy;ma³e pude³ko;korporacja;K01414;artyku³y biurowe;segregatory;Peel & Stick Add-On Corner Pockets;11.62;7.56;0.07;0.37;21.175;-71.04125
18231;PL-2014-087115;2020-08-04;wysoki;15;lotniczy standardowy;woreczek foliowy;biuro w domu;K01068;artyku³y biurowe;akcesoria piœmiennicze;Newell 335;141.575;10.08;0.09;0.56;2.45;31.77216
18247;PL-2014-087226;2020-05-18;wysoki;16;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K01126;urz¹dzenia techniczne;akcesoria komputerowe;Imation Printable White 80 Minute CD-R Spindle, 50/Pack;2340.1;143.43;0.01;0.44;6.965;1614.669
18248;PL-2014-087226;2020-05-18;wysoki;1;lotniczy standardowy;du¿e pude³ko;osoba fizyczna;K01126;meble;wyposa¿enie wnêtrza;Dana Halogen Swing-Arm Architect Lamp;198.135;143.395;0.02;0.57;50.575;-77.56
18254;PL-2014-086713;2020-03-24;krytyczny;2;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01446;artyku³y biurowe;papier;Southworth 25% Cotton Antique Laid Paper & Envelopes;59.99;29.19;0.1;0.4;16.87;-48.23
18257;PL-2014-087254;2020-07-11;nieokreœlony;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01746;artyku³y biurowe;segregatory;GBC Standard Plastic Binding Systems' Combs;295.015;21.98;0.03;0.4;18.76;-229.498416
18264;PL-2014-087293;2020-04-15;nieokreœlony;1;lotniczy standardowy;ma³e pude³ko;korporacja;K03126;artyku³y biurowe;papier;Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);19.81;17.43;0.09;0.36;16.625;-50.225
18267;PL-2014-087312;2020-03-19;nieokreœlony;6;lotniczy standardowy;du¿e pude³ko;biuro w domu;K00095;artyku³y biurowe;przyrz¹dy;Euro Pro Shark Stick Mini Vacuum;1268.155;213.43;0.08;0.59;171.5;-2492.49
18268;PL-2014-087312;2020-03-19;nieokreœlony;11;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00095;urz¹dzenia techniczne;telefony;M3682;3916.885;440.965;0.05;0.57;28.28;2702.65065
18269;PL-2014-087312;2020-03-19;nieokreœlony;11;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00095;urz¹dzenia techniczne;telefony;StarTAC 6500;3747.835;440.965;0.1;0.59;30.8;2366.4375
18279;PL-2014-087362;2020-03-04;krytyczny;10;lotniczy standardowy;ma³e opakowanie;korporacja;K00507;urz¹dzenia techniczne;akcesoria komputerowe;Memorex 80 Minute CD-R, 30/Pack;796.11;80.43;0.02;0.46;6.965;182.763
18280;PL-2014-087362;2020-03-04;krytyczny;2;lotniczy standardowy;du¿e pude³ko;korporacja;K00506;meble;krzes³a;SAFCO Arco Folding Chair;1874.355;966.7;0.08;NA;85.715;237.44
18286;PL-2014-087394;2020-09-06;nieokreœlony;14;lotniczy standardowy;du¿e pude³ko;korporacja;K00301;meble;wyposa¿enie wnêtrza;3M Polarizing Task Lamp with Clamp Arm, Light Gray;6335.63;479.43;0.09;0.59;85.715;3484.026
18287;PL-2014-087394;2020-09-06;nieokreœlony;19;l¹dowy;wielkie pud³o;korporacja;K00301;urz¹dzenia techniczne;urz¹dzenia biurowe;Okidata ML320 Series Turbo Dot Matrix Printers;25852.015;1399.93;0.01;0.56;42.21;17837.89035
18289;PL-2014-087416;2020-03-14;krytyczny;11;lotniczy standardowy;ma³e pude³ko;korporacja;K00059;artyku³y biurowe;przyrz¹dy;Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk;159.495;13.825;0;0.59;17.955;-550.13
18290;PL-2014-086296;2020-05-05;niski;1;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02900;urz¹dzenia techniczne;akcesoria komputerowe;Keytronic 105-Key Spanish Keyboard;258.02;258.93;0.09;0.67;42.49;733.887
18291;PL-2014-086296;2020-05-05;niski;16;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02900;artyku³y biurowe;papier;Xerox 1952;276.15;17.43;0.06;0.38;19.215;38.682
18296;PL-2014-087434;2020-04-12;wysoki;6;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02799;artyku³y biurowe;segregatory;ACCOHIDE® Binder by Acco;98.56;14.455;0;0.38;18.69;-238.48125
18299;PL-2014-087450;2020-06-07;nieokreœlony;1;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01904;artyku³y biurowe;przyrz¹dy;Hoover WindTunnel™ Plus Canister Vacuum;1203.23;1271.375;0.09;0.57;69.965;782.0442
18300;PL-2014-087450;2020-06-07;nieokreœlony;13;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01904;meble;wyposa¿enie wnêtrza;"Seth Thomas 12"" Clock w/ Goldtone Case";1105.51;80.43;0.03;0.51;26.53;810.18
18307;PL-2014-087443;2020-09-13;nieokreœlony;22;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03228;urz¹dzenia techniczne;telefony;5165;11477.06;615.965;0.06;0.59;17.465;6286.45374
18308;PL-2014-087443;2020-09-13;nieokreœlony;23;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03229;artyku³y biurowe;etykiety;Avery 479;208.04;9.135;0.07;0.39;1.75;143.5476
18309;PL-2014-086717;2020-09-05;nieokreœlony;8;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K01445;artyku³y biurowe;przyrz¹dy;Belkin 8 Outlet Surge Protector;1129.52;143.43;0.04;0.57;18.655;350.8218
18316;PL-2014-087510;2020-07-09;wysoki;9;l¹dowy;kontener;osoba fizyczna;K02643;meble;krzes³a;Hon 4070 Series Pagoda™ Round Back Stacking Chairs;10988.53;1123.43;0;0.57;206.325;7582.0857
18317;PL-2014-087510;2020-07-09;wysoki;1;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K02643;artyku³y biurowe;papier;Wirebound Voice Message Log Book;19.88;16.66;0.02;0.39;3.08;-5.80944
18318;PL-2014-087510;2020-07-09;wysoki;15;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K02643;artyku³y biurowe;akcesoria piœmiennicze;Newell 336;218.225;14.98;0.08;0.56;3.29;98.55104
18319;PL-2014-087510;2020-07-09;wysoki;5;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02643;urz¹dzenia techniczne;telefony;270c;1703.555;440.965;0.1;0.59;10.5;-514.285464
18324;PL-2014-087517;2020-03-05;nieokreœlony;4;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02948;meble;wyposa¿enie wnêtrza;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;153.195;37.24;0.01;0.57;18.06;-258.573
18325;PL-2014-087517;2020-03-05;nieokreœlony;1;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K02948;artyku³y biurowe;akcesoria piœmiennicze;Boston Model 1800 Electric Pencil Sharpener, Gray;99.715;98.525;0.06;0.55;21.595;-3958.661
18328;PL-2014-087528;2020-08-01;nieokreœlony;3;l¹dowy;wielkie pud³o;ma³a firma;K00762;urz¹dzenia techniczne;urz¹dzenia biurowe;Okidata Pacemark 4410N Wide Format Dot Matrix Printer;36985.76;12257.49;0.06;0.57;30.555;-6330.875334
18330;PL-2014-087550;2020-10-21;nieokreœlony;26;lotniczy standardowy;woreczek foliowy;ma³a firma;K03396;artyku³y biurowe;akcesoria piœmiennicze;Col-Erase® Pencils with Erasers;516.285;21.28;0.08;0.56;4.095;145.845
18356;PL-2014-087699;2020-08-26;krytyczny;11;lotniczy standardowy;ma³e pude³ko;korporacja;K02300;urz¹dzenia techniczne;telefony;i470;6653.395;720.965;0.06;0.56;18.41;-8642.36373
18357;PL-2014-087708;2020-08-14;wysoki;3;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00417;artyku³y biurowe;segregatory;Cardinal Poly Pocket Divider Pockets for Ring Binders;47.39;11.76;0.04;0.4;21.945;-37.937718
18365;PL-2014-087083;2020-09-04;krytyczny;17;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01471;urz¹dzenia techniczne;akcesoria komputerowe;Microsoft Internet Keyboard;1359.61;73.395;0;0.78;22.75;-270.7054
18366;PL-2014-087083;2020-09-04;krytyczny;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01471;artyku³y biurowe;papier;Xerox 1952;208.425;17.43;0.07;0.38;19.215;-211.2964
18367;PL-2014-087734;2020-07-31;krytyczny;10;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K00744;urz¹dzenia techniczne;akcesoria komputerowe;Fuji Slim Jewel Case CD-R;81.025;7.42;0.02;0.55;6.965;-102.23976
18368;PL-2014-087734;2020-07-31;krytyczny;2;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00744;artyku³y biurowe;papier;Staples 1 Part Blank Computer Paper;90.545;39.69;0.08;0.36;39.375;-118.32744
18369;PL-2014-087734;2020-07-31;krytyczny;6;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K00744;artyku³y biurowe;papier;Xerox 1891;1014.405;171.185;0.04;0.38;20.335;699.93945
18380;PL-2014-087783;2020-10-23;niski;16;lotniczy standardowy;woreczek foliowy;korporacja;K02591;artyku³y biurowe;papier;While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;264.67;16.555;0.04;0.36;5.32;38.661
18389;PL-2014-086496;2020-01-23;wysoki;9;lotniczy standardowy;ma³e opakowanie;ma³a firma;K03165;urz¹dzenia techniczne;telefony;Accessory8;2113.58;300.965;0.1;0.39;4.375;2686.677
18390;PL-2014-086496;2020-01-23;wysoki;2;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03166;urz¹dzenia techniczne;akcesoria komputerowe;Microsoft Internet Keyboard;145.425;73.395;0.09;0.78;22.75;324.765
18391;PL-2014-086496;2020-01-23;wysoki;3;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03166;urz¹dzenia techniczne;telefony;T39m;1488.55;545.965;0.01;0.55;13.65;-144.501
18392;PL-2014-087103;2020-04-29;niski;4;l¹dowy;wielkie pud³o;korporacja;K03162;meble;szafki;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;3363.15;913.43;0.1;0.59;146.685;345.625
